ds,yhat,yhat_lower,yhat_upper
2011-06-09,35019.46435628929,19359.54150580363,50756.490695197266
2011-06-10,26087.703375328154,10710.082056843967,41813.737129849535
2011-06-12,16539.07467262756,1871.965238542312,31157.097814855228
2011-06-13,27998.46028002853,13284.69258785618,42978.73564259891
2011-06-14,30422.82810453379,14559.578227246155,46001.77389109941
2011-06-15,27247.171540021365,12075.221766329092,42196.82707165657
2011-06-16,34126.81141129124,18078.484502843447,49742.72869025412
2011-06-17,24702.860217639434,9344.452755873494,40910.70058462728
2011-06-19,14253.800579097491,-1132.8632232198568,30213.816446319594
2011-06-20,25331.088141644683,10274.578342039611,40631.22577983909
2011-06-21,27433.91110643888,10920.13497990765,43293.09904461116
2011-06-22,24006.41267869341,9474.727929055367,39999.93173973797
2011-06-23,30710.982092761296,14916.013294706638,46191.45927844849
2011-06-24,21193.529281796666,5760.901539143873,36815.8023519952
2011-06-26,10809.360760844593,-3461.1676634406385,25915.56302522659
2011-06-27,22042.565599179332,6781.737528736982,37788.16401036201
2011-06-28,24378.048133040054,8660.354385745128,41364.64348863071
2011-06-29,21261.452308965345,5572.875735141807,36998.503750071155
2011-06-30,28337.93931182044,13016.287923774162,43074.69358192833
2011-07-01,19242.96359337605,2754.8467812626404,34390.37580062599
2011-07-03,9807.462298775945,-4164.759778701959,25351.447499946185
2011-07-04,21540.92683792555,6321.125026871431,37574.137696008154
2011-07-05,24376.161425252933,8873.151916459155,39713.21755107477
2011-07-06,21737.286098365257,6932.953985827505,36975.77010733588
2011-07-07,29265.399849474263,13567.930590492932,43930.827166579074
2011-07-08,20584.5053393182,3410.7926091113663,36789.00024223286
2011-07-10,11825.735262478109,-3272.614966619946,27966.09695185266
2011-07-11,23806.75797923684,8229.883560987051,39535.81296794611
2011-07-12,26822.22217097653,11156.706865557358,41882.31754635744
2011-07-13,24293.79832351781,10176.919096026772,39093.12919519741
2011-07-14,31862.308429454628,16269.003109378875,47396.810062906115
2011-07-15,23153.619305851655,7862.970834852072,37475.467356387744
2011-07-17,14152.19671162151,-642.7930730634652,28321.639186866454
2011-07-18,25931.600780205386,10452.590839624823,41096.048634230196
2011-07-19,28703.245459620244,13442.197885465926,44575.2616705016
2011-07-20,25898.727414958827,9284.077352903643,41385.93601466005
2011-07-21,33169.53545269897,18453.743310495647,48045.91895672848
2011-07-22,24152.5820314205,9929.380829278813,39906.60281093822
2011-07-24,14546.804091602058,-952.4426174777345,29587.358452430373
2011-07-25,26050.80167406,10559.715121714138,42334.70048314619
2011-07-26,28577.171166123353,13189.894124788934,44477.51355327936
2011-07-27,25565.142975509072,9942.004274088571,38849.75433207128
2011-07-28,32672.277504397513,17614.24226027564,48780.43302282787
2011-07-29,23539.80922529481,7665.160002853892,39746.250523346185
2011-07-31,13855.315506736955,-863.2040018987,29961.0710429996
2011-08-01,25395.18070375193,10037.59726790167,40984.91899026423
2011-08-02,28003.783526495004,12085.456286956385,43557.365046570805
2011-08-03,25115.308594632046,10093.578293458222,40717.36093248244
2011-08-04,32380.72175578994,16342.960928387876,47345.61003444899
2011-08-05,23433.35813814104,7009.10680182667,39383.35208949641
2011-08-07,14163.202116853416,-309.1909102772398,28764.985000262815
2011-08-08,25912.750403838556,9922.702423649585,41378.27344482583
2011-08-09,28719.477709769653,13552.874998299169,43632.204069257976
2011-08-10,26008.040506044188,10242.134847053352,41310.57258813165
2011-08-11,33420.624938835594,17945.539999210432,48343.12391294763
2011-08-12,24582.869886982367,8993.399827823036,41772.31588536429
2011-08-14,15395.644376633329,-171.89603816295462,30828.429994840746
2011-08-15,27111.033251456844,11393.166105359367,43020.39632641572
2011-08-16,29831.42996928365,14919.104339095233,45052.51362534963
2011-08-17,26982.755771228767,11845.867059439652,43671.12519333114
2011-08-18,34210.556757443985,18302.614236157948,49409.42376793011
2011-08-19,25145.871153338594,10455.91453324465,39971.27634388252
2011-08-21,15409.322666153608,-478.4921789914774,29905.633862567644
2011-08-22,26821.86639563848,10754.067745845772,42538.06796647087
2011-08-23,29235.807971380385,13397.541633113167,44740.601486801046
2011-08-24,26089.560095102148,11316.248695882508,40848.868410797986
2011-08-25,33041.59042241744,16280.56708382649,47262.71824773499
2011-08-26,23735.880157364852,7435.1593110544645,39323.85921179292
2011-08-28,13670.884474624896,-2232.749374034829,29021.357953017974
2011-08-30,27445.45708261209,11977.899546856122,43269.067355467516
2011-08-31,24397.91991926644,9623.335846993614,38298.91151119202
2011-09-01,31538.88173112943,16266.697614434483,46252.56119285659
2011-09-02,22514.66632671375,7250.062037210366,38656.90092720612
2011-09-04,13286.674771084983,-2274.1215096524356,29165.390382591562
2011-09-05,25181.015341067356,9267.901644377966,41716.354088962486
2011-09-06,28230.775451111647,12628.672799659402,43364.54720395757
2011-09-07,25870.693849173967,11087.887485170424,40269.81951943919
2011-09-08,33751.12559051365,18449.13404974978,49363.27049320768
2011-09-09,25503.572911638326,10004.489770761938,41590.01467803561
2011-09-11,17873.751492514763,2970.922249375778,33165.769698356744
2011-09-12,30553.781789286295,14446.850833104638,46387.536963581624
2011-09-13,34355.72095751681,18962.08458208611,48383.54060122561
2011-09-14,32696.081358955504,15707.386836164003,48129.08971921227
2011-09-15,41207.75422254621,25863.370182121893,56980.70646151282
2011-09-16,33506.02365428145,18479.350581115203,48219.4559241369
2011-09-18,26655.640572085937,10577.128793309088,43217.249871990636
2011-09-19,39546.9680566934,24651.288468263785,54297.077505852954
2011-09-20,43430.80904286338,26893.546586559674,58562.228820211225
2011-09-21,41719.54020434903,25824.44076407721,56121.19566982746
2011-09-22,50045.06879766671,35042.2903159393,65993.12733278741
2011-09-23,42024.908647850854,26513.879444758117,57545.160764913526
2011-09-25,34165.56066984622,19490.48415608814,50160.513439585455
2011-09-26,46386.22331559108,30757.667894816193,61646.22372367044
2011-09-27,49506.38304303643,34098.42580560843,64733.96633325353
2011-09-28,46954.65341116635,31510.362093474825,61847.077235923556
2011-09-29,54381.024968154496,38280.36630797553,70271.30053119465
2011-09-30,45422.47937855215,30639.633206408173,61020.816058601245
2011-10-02,35650.44156516736,19411.251792411273,50901.29828512823
2011-10-03,46938.04453163853,32095.095051547938,61045.27730300041
2011-10-04,49167.33984805491,33714.82105187335,64101.85946774318
2011-10-05,45785.55055320727,30788.678211383973,61113.90261466807
2011-10-06,52459.58261358659,35949.35539696435,68098.4579367489
2011-10-07,42841.210145761914,27297.84070066308,59229.0666583976
2011-10-09,32073.46550393531,17200.243881731978,47600.79646315602
2011-10-10,43041.19286083756,27539.32236865432,58669.27913751641
2011-10-11,45074.77603971856,28965.53299983396,59496.224278174035
2011-10-12,41621.58621413751,25329.909999917854,56583.02226079554
2011-10-13,48345.51966288201,33783.19261223788,63019.525579091845
2011-10-14,38892.31100228736,23788.243210293498,54991.45923597839
2011-10-16,28762.721104334898,12651.873175343579,44563.60485523165
2011-10-17,40178.49318458831,24100.967324237212,56141.54959512391
2011-10-18,42726.26353010945,27859.93705547827,58875.07096762775
2011-10-19,39836.79096011899,24388.642405663697,54670.06075820317
2011-10-20,47156.55563634824,32094.43614642094,61739.2509261905
2011-10-21,38313.58211998521,22519.850156826575,54485.96435104675
2011-10-23,29378.424150284594,13801.136932643485,44102.52571355728
2011-10-24,41346.03345922628,26173.60486065184,55066.29713608734
2011-10-25,44396.22823970944,29298.304166378235,60038.80231398183
2011-10-26,41947.79862067375,26398.364195844108,58086.785979415865
2011-10-27,49637.5645596381,33680.68967676359,65855.57884796346
2011-10-28,41086.43703146853,25693.705708672598,56993.11588452663
2011-10-30,32485.644547237418,16733.3231319679,47931.52468008155
2011-10-31,44495.27123735059,28053.749897052527,60436.28048558429
2011-11-01,47508.210049735106,31556.512826756414,62505.28961657372
2011-11-02,44949.525301136135,29738.442618883008,60350.48756484776
2011-11-03,52464.533087842836,36569.982406122355,67158.7708218172
2011-11-04,43684.53537327347,28651.799424405694,58942.51433650136
2011-11-06,34512.348191751036,19508.4821129156,49257.148646093556
2011-11-07,46206.02477988948,30712.45687322882,61935.43470368672
2011-11-08,48901.10554828255,33820.06633834737,64461.44183141241
2011-11-09,46036.03363600125,29839.646042349035,61024.41779509647
2011-11-10,53268.68206609338,37041.53778973319,69262.6575980642
2011-11-11,44241.643280904056,27238.139905058528,59822.89912059564
2011-11-13,34717.79327636107,18936.460468072775,49365.53773660423
2011-11-14,46319.74993798914,31675.926010387986,61847.04835883833
2011-11-15,48983.7403105846,34598.68078026307,65181.12654951556
2011-11-16,46148.35804531076,31146.48833711833,61811.39581298872
2011-11-17,53468.9480324707,37744.31318108618,69020.9018511873
2011-11-18,44582.94382813846,28683.32264877569,59938.0500496921
2011-11-20,35467.55066602722,19522.83367707149,50393.92066920308
2011-11-21,47315.09399725842,30882.473818458773,63277.20050083021
2011-11-22,50234.75913811572,34939.146454719776,64770.602735101835
2011-11-23,47650.442700103515,31396.93198904432,62491.053256702966
2011-11-24,55202.08465623019,38284.658154132354,69877.97328257095
2011-11-25,46511.512161553124,30431.01966396304,63073.66945982276
2011-11-27,37619.8321585208,22012.783461254923,52358.21386349689
2011-11-28,49468.14075225398,33398.38343655774,65042.93187737609
2011-11-29,52298.908591162435,36814.78800404367,67975.07503106167
2011-11-30,49527.06171889448,34198.39303583978,64745.396678506004
2011-12-01,56786.21524146758,41398.65828226976,73290.33154342824
2011-12-02,47694.819515156094,33041.214998312316,62709.17078167398
2011-12-04,37678.95196122483,22029.06273353565,52661.381076895086
2011-12-05,48813.40677023672,32576.407300828283,63812.07786274492
2011-12-06,50840.97684318674,34997.07115176414,66442.35986408345
2011-12-07,47189.38232968527,30835.17661956396,61772.07576207672
2011-12-08,53507.87999469752,38340.504426554166,69047.72383083087
2011-12-09,43433.062580815225,27472.522336635582,58382.28575601359
2011-12-10,10382.349151582195,-4630.053963263758,26615.90176168496
2011-12-11,31404.49291811374,15499.261742203029,46009.99741129898
2011-12-12,41554.27357895985,25878.11086658327,57737.459399526466
2011-12-13,42642.46765604078,27832.591428104282,58350.377374181386
2011-12-14,38119.84478718522,23094.61261038751,52752.421651706754
2011-12-15,43657.89055542767,28503.97783402394,59355.73414116416
2011-12-16,32913.9875152695,16750.13058288794,47994.10190359917
2011-12-17,-675.6854479735193,-16344.308714146131,14858.606673249898
2011-12-18,19953.808083148408,4380.286106949654,34856.97142684586
2011-12-19,29870.368064433565,13767.224843620384,44572.314361401106
2011-12-20,30894.416676357665,15192.028887103523,46406.07888803876
2011-12-21,26482.570081524103,9559.418263867617,41395.58360468143
2011-12-22,32308.133934122503,17203.082505527687,47818.74907348548
2011-12-23,22026.161765167042,8159.119388113015,38089.775564642514
2011-12-24,-10933.65901885365,-26522.402670058094,3874.004009421556
2011-12-25,10483.05156543534,-4654.576554784185,25039.494896637156
2011-12-26,21329.77895024836,6099.786462109044,37363.59591736857
2011-12-27,23408.984374101507,7056.223426829003,39888.55025811822
2011-12-28,20156.185613183145,4251.471981657778,35032.908346366974
2011-12-29,27220.9485021324,11276.253702781267,42639.27929856274
2011-12-30,18232.51562573145,3978.1761860308775,33769.437160121284
2011-12-31,-13406.677967117266,-29761.110854114984,1523.6351603142923
2012-01-01,9329.726449093308,-5272.150667676468,25816.58040122176
2012-01-02,21467.121562938977,4478.235308870863,36060.330537302405
2012-01-03,24780.508031313526,9402.028798243806,41069.11199103516
2012-01-04,22679.266158884882,7677.147518806467,38121.94545590242
2012-01-05,30788.807001600588,15311.432705008061,44899.5192842976
2012-01-06,22716.81139614938,7234.360785120694,36775.69765882071
2012-01-07,-8152.7098217929015,-24111.71440224426,8659.412312773324
2012-01-08,15191.779230765695,-405.4694062510529,30414.12359120282
2012-01-09,27764.820275403767,12324.639121952141,43391.50737091912
2012-01-10,31334.801920518054,14536.647238591293,45805.986591066474
2012-01-11,29308.8876062328,14657.451135832107,45195.80161911264
2012-01-12,37314.7079051037,22052.95394639618,53453.942081827714
2012-01-13,28966.52454044082,13714.713899350327,43233.82254128946
2012-01-14,-2340.8985752746376,-18523.116818166094,13026.21919125432
2012-01-15,20418.601529564687,3912.4289041828165,36207.143077503184
2012-01-16,32277.668656607824,16640.84395240694,47141.159109069406
2012-01-17,35025.77953849404,18951.18788372165,49816.54591457518
2012-01-18,32093.606279576612,15361.462214623227,47403.74699285573
2012-01-19,39134.08205058379,22738.23367128484,54915.515647563625
2012-01-20,29787.894500466104,14401.68392794435,45255.133912849466
2012-01-21,-2523.339532753085,-17493.273306692703,13881.067093913198
2012-01-22,19253.11973718308,3884.887253878034,35102.06117683137
2012-01-23,30175.525997071654,15366.686329092028,45478.420913984875
2012-01-24,32057.33908359376,17725.107124295628,47606.63117598033
2012-01-25,28350.976300739792,12297.103620984233,43457.27281316867
2012-01-26,34728.33206718316,19661.30989917522,49279.617197251275
2012-01-27,24845.80484395099,8112.213247284723,39745.76532467091
2012-01-28,-7862.902850472281,-24421.44684469257,8011.373701820608
2012-01-29,13663.136039931585,-2106.099598068704,29371.489201280234
2012-01-30,24486.29897055244,10861.033274339872,41066.09134420844
2012-01-31,26420.052881338437,10637.05213773375,41720.127042026266
2012-02-01,22912.764883184747,6893.633494149065,38330.6599189321
2012-02-02,29628.3912826356,13515.355042134423,44249.517146297214
2012-02-03,20211.778323046863,5546.196034919554,35494.20354861612
2012-02-04,-11918.168004837891,-26657.996627600667,3212.821663703437
2012-02-05,10281.893218069792,-6249.351355507003,25084.362557793167
2012-02-06,21854.48992459747,6993.853982258103,37857.11921727635
2012-02-07,24591.558598446332,8886.74854902073,39739.05420964752
2012-02-08,21918.876872591245,6272.995807547388,37757.83179299699
2012-02-09,29477.3961702482,13952.55846387439,44413.357194615455
2012-02-10,20889.189523533787,5378.887224830058,36036.56924560938
2012-02-11,-10448.746278608425,-25688.61233311019,6180.581323261327
2012-02-12,12486.484433434076,-2153.878985105667,28405.55359309341
2012-02-13,24718.979244994935,9770.454331756426,40126.39571390412
2012-02-14,28024.746063243725,12634.198865137507,44029.23169626266
2012-02-15,25816.545357611514,10145.13403731534,40493.44197509203
2012-02-16,33725.54436357534,18272.77999555707,49192.16540642912
2012-02-17,25367.4901320706,10093.521437636276,40766.04389578871
2012-02-18,-5863.364865537595,-21859.988459741897,10385.180661877237
2012-02-19,17056.731580271684,1085.3048843152476,32368.642968209035
2012-02-20,29156.249900827246,13633.240454404498,43689.687774974715
2012-02-21,32218.902343871167,17846.265901163308,48741.264516955394
2012-02-22,29668.20648074879,13504.860832289087,44714.441496183
2012-02-23,37148.77574488908,21670.512057849308,53328.47369891989
2012-02-24,28292.055247542678,11062.532771800716,43031.820429950465
2012-02-25,-3490.250024375935,-20334.232066483946,12550.669802526603
2012-02-26,18844.27656164442,4029.5153994755615,34896.53918923434
2012-02-27,30343.410288807045,15265.828097309544,44749.65337267993
2012-02-28,32810.225210548364,15708.106894345583,49468.911318524886
2012-02-29,29687.07932550421,13339.19369660339,44661.36998690652
2012-03-01,36636.3487918748,20169.001151576344,51940.774856276366
2012-03-02,27305.64551735154,12210.131129766403,42992.99611757298
2012-03-03,-4879.219907171868,-20368.133537348876,11746.084559339619
2012-03-04,17135.81446150951,1643.1902237372603,32033.11353525139
2012-03-05,28407.387162479583,12805.671319045976,43901.82076037471
2012-03-06,30744.41785673087,16314.165100046323,46449.12061820079
2012-03-07,27591.949320234697,12150.976016938615,43089.274813289296
2012-03-08,34611.834376431616,18843.124416421553,49606.86983695533
